id,attore1,attore2,attore3,regista,sceneggiatore
84140,Anneli Aeristos,Paul Arnold,Mark Besharaty,John S. Rad,Martin Berkeley
330878,Dmitriy Sharakois,Anastasiya Zadorozhnaya,Gennadiy Khazanov,Maksim Voronkov,Martin Berkeley
428398,Fyodor Bondarchuk,Taisiya Vilkova,Egor Beroev,Aleksandr Voytinskiy,Martin Berkeley
255358,Mikhail Yevdokimov,Grigorij Sijatvinda,Olga Ostroumova,Valery Chikov,Martin Berkeley
413953,Konstantin Lavronenko,Mariya Mironova,Artyom Bystrov,Sarik Andreasyan,Martin Berkeley
54638,Michael Muhney,Tasma Walton,John Noble,Michael Pattinson,Martin Berkeley
54471,Jean Reno,Patrick Bruel,Harrison Lowe,Francis Veber,Martin Berkeley
291276,Noomi Rapace,Orlando Bloom,Michael Douglas,Michael Apted,Martin Berkeley
81391,Hideaki Ito,Masaaki Uchino,Takayuki Yamada,Nobuo Mizuta,Hiroshi Saitô
409926,,,,Nobuo Mizuta,Hiroshi Saitô
301372,Emilia Clarke,Marton Csokas,Caterina Murino,Eric D. Howell,Andrew Shaw
142145,Richard Jaeckel,Brad Sullivan,Suzanne Weber,Fred G. Sullivan,Andrew Shaw
411405,Nikolaj Coster-Waldau,Jacki Weaver,Robert Forster,E.L. Katz,Andrew Shaw
14005,Will Keenan,Alyce LaTourelle,Lloyd Kaufman,Lloyd Kaufman,Patrick Cassidy
255160,Monica Bellucci,Emir Kusturica,Sergej Trifunović,Emir Kusturica,Patrick Cassidy
427095,Tonko Bossen,Joes Brauers,Timo Wils,Tessa Schram,Patrick Cassidy
268652,Geraldine Chaplin,Per Oscarsson,Emiliano Redondo,Carlos Saura,Patrick Cassidy
85971,Candice Rialson,Pat Anderson,Rhonda Leigh Hopkins,Barbara Peeters,Patrick Cassidy
453596,Çaglar Çorumlu,Büşra Pekin,Mahir Ipek,Murat Kepez,Patrick Cassidy
31059,Sergey Svetlakov,Mikhail Galustyan,Viktor Verzhbitskiy,Gleb Orlov,Patrick Cassidy
231510,Yuriy Borisov,Мария Поезжаева,Андрей Казаков, Vitaliy Vorobyov,Patrick Cassidy
24149,Tim Larson,Brandon Tyra,Ed Portillo,Daniel Holechek,Patrick Cassidy
83292,Frank Rivera,Marie Michaels,Gerald Preger,Francis Teri,Patrick Cassidy
149154,Anna Chernova,Vitali Khayev,Nonna Grishayeva,Artur Aristakisyan,Patrick Cassidy
251803,Aida Angotti,Noelle Barrick,William Franke,Artur Aristakisyan,Patrick Cassidy
63414,Prabhas,Kajal Agarwal,Shraddha Das,A. Karunakaran,A. Karunakaran
145051,,,,Tomek Baginski,A. Karunakaran
455363,,,,Tomek Baginski,A. Karunakaran
390396,,,,Robert Kenner,A. Karunakaran
455368,,,,Rocio Cano,A. Karunakaran
63958,Fyodor Bondarchuk,Ivan Okhlobystin,Anna Buklovskaya,Roman Kachanov,A. Karunakaran
60068,Anfisa Chekhova,Dmitriy Kubasov,Artyom Mazunov,Vadim Shmelyov,A. Karunakaran
57889,Garik Kharlamov,Mikhail Galustyan,Ekaterina Kuznetsova,Kirill Kuzin,A. Karunakaran
49230,Richard Hatch,,,Robert Dyke,A. Karunakaran
50530,Valeriya Lanskaya,Maksim Matveev,Svetlana Sukhanova,Evgeniy Bedarev,A. Karunakaran
411282,,,,Ivo Barnabò Micheli,A. Karunakaran
124582,Ineko Arima,Chikage Awashima,Shôhei Imamura,Kazuo Inoue,Kazuo Inoue
402223,Olga Kuzmina,Svetlana Khodchenkova,Ekaterina Vilkova,Dmitriy Suvorov,Kazuo Inoue
345306,Vitaliy Gogunskiy,Ivan Okhlobystin,Yuliya Parshuta,Dina Shturmanova,Kazuo Inoue
424322,Danila Yakushev,Anna Chipovskaya,Aleksandr Lyapin,Dmitriy Suvorov,Kazuo Inoue
373838,Dmitriy Nagiev,Yuliya Aleksandrova,Inna Churikova,Zhora Kryzhovnikov,Kazuo Inoue
194089,Joe Rastus,Denny Tolliver,Walter Wilkins,William K.L. Dickson ,Kazuo Inoue
36566,Cheech Marin,Tommy Chong,Shelby Chong,Christian Charles,Kazuo Inoue
110486,Peter Scolari,Darren McGavin,Catherine Mary Stewart,Will Mackenzie,Kazuo Inoue
142802,Viktor Stepanov,Ivan Martynov,Yekaterina Kmit,Bakhyt Kilibayev,Kazuo Inoue
56746,Clara Lago,Juan José Ballesta,,Imanol Uribe,Kazuo Inoue
14243,Grandmaster Flash,Patti Astor,Fab 5 Freddy,Charlie Ahearn,Kazuo Inoue
52805,Stockard Channing,Ellen Muth,Kelly Rowan,Lee Rose,Kazuo Inoue
13128,Takeshi Kaneshiro,Manami Konishi,Sumiko Fuji,Masaya Kakei,Kazuo Inoue
442949,Curtis Caldwell,Tom Getty,Daniel Kuttner,Tom Getty,Kazuo Inoue
68163,Raphael Sbarge,Juliet Beck,Stanton,Seth Pinkser,Kazuo Inoue
413391,Dacre Montgomery,Xavier Samuel,Kris Marshall,Mark Lamprell,Kazuo Inoue
77235,Lauren Holly,Brian Krause,Jeremy Sumpter,John Lyde,Kazuo Inoue
60236,Aleksey Makarov,Louise Lombard,Vyacheslav Razbegaev,Evgeny Lavrentiev,Kazuo Inoue
411024,Petra Epperlein,Christa Epperlein,Uwe Epperlein,Petra Epperlein,Kazuo Inoue
393172,Jena Malone,Douglas Smith,Ted Levine,Richard Sears,Kazuo Inoue
348389,Dominic Cooper,Gemma Chan,Connie Nielsen,Simon West,Duncan Falconer
27942,Aleksandr Abdulov,Oleg Yankovskiy,Evgeni Leonov,Mark Zakharov,Duncan Falconer
377274,Paul Hamy,Xelo Cagiao,João Pedro Rodrigues,João Pedro Rodrigues,João Pedro Rodrigues
405050,Samara Weaving,Felicity Price,Benjamin Winspear,Fin Edquist,João Pedro Rodrigues
426253,Debra Winger,Tracy Letts,Aidan Gillen,Azazel Jacobs,Azazel Jacobs
350312,Prabhas,Rana Daggubati,Sathyaraj,S.S. Rajamouli,S.S. Rajamouli
54474,Igor Petrenko,Yekaterina Vulichenko,Aleksei Kravchenko,Nikolay Lebedev,S.S. Rajamouli
366143,Michael Keaton,Allison Janney,Tara Strong,Fabrice Joubert,S.S. Rajamouli
71209,Kelly Lynch,Barry Tubb,Ron Sloan,Joe Gayton,S.S. Rajamouli
441483,Julia Garner,Jake Weary,Anna Friel,Juanita Wilson,Juanita Wilson
447352,Ronan Quarmby,Brad Richards,Barbara Harrison,Grant Humphreys,Juanita Wilson
115108,Zouzou,Pierre Clémenti,Tina Aumont,Philippe Garrel,Juanita Wilson
444066,,,,Kohl Harrington,Juanita Wilson
455601,Maria Bamford,,,Jessica Yu,Juanita Wilson
44123,Sam Kinison,Denise Gallup,Dian Gallup,Walter C. Miller,Juanita Wilson
69072,Sam Kinison,Arthur Eckdahl,Randy Hansen,Walter C. Miller,Juanita Wilson
27631,Richard Pryor,Mario Cantone,Cedric the Entertainer,Billy Grundfest,Juanita Wilson
64051,Jimi Hendrix,Billy Cox,Mitch Mitchell,Peter Pilafian,Juanita Wilson
58306,Mark Mothersbaugh,Gerald V. Casale,,Peter Pilafian,Juanita Wilson
25771,Roger Waters,David Gilmour,Richard Wright,Adrian Maben,Juanita Wilson
16783,Dian Bachar,Arj Barker,Lawrence Brooke,Les Claypool,Juanita Wilson
27916,Lisa M. DeHaven,William E. Benson,William Decker,Pericles Lewnes,Juanita Wilson
46663,Aleksey Makarov,Olga Lomonosova,Aleksey Kortnev,Aleksei Muradov,Juanita Wilson
441652,,,,Sturla Gunnarsson,Juanita Wilson
34325,Jello Biafra,Klaus Flouride,East Bay Ray,Joe Reese,Juanita Wilson
34521,Paul Mooney,Joe Inscoe,Bridget Gethins,Joe Reese,Juanita Wilson
439998,Maccio Capatonda,Maccio Capatonda,Maccio Capatonda,Maccio Capatonda,Juanita Wilson
77534,Aleksei Maklakov,Vladimir Dolinskiy,Sofia Oleynik,Vyacheslav Ross,Juanita Wilson
20543,Steven Wright,,,Michael Drumm,Juanita Wilson
72386,Lenny Bruce,,,John Magnuson,Juanita Wilson
183339,Matt Besser,Amy Poehler,Ian Roberts,Eric Cochran,Juanita Wilson
135195,Suangporn Jaturaphut,Dean Barrett,Shaun Delaney,Paul Spurrier,Paul Spurrier
123787,John Ballestrasse,George Brokaw,Alex de Renzy,Alex de Renzy,Paul Spurrier
59173,Beverly D'Angelo,Rodney Dangerfield,Larry King,Larry Carroll,Paul Spurrier
37876,Andrew Dice Clay,,,Kevin Padden,Paul Spurrier
80019,Larry Flynt,,,Joan Brooker-Marks,Paul Spurrier
80267,Dennis Weaver,Karen Grassle,Pamela Bellwood,Paul Wendkos,Paul Spurrier
39348,John Turturro,Tony Shalhoub,Henry Fonda,Peter Miller,Paul Spurrier
45041,Dana Gould,,,Bob Odenkirk,Paul Spurrier
71520,Betsy Jones-Moreland,Antony Carbone,Robert Towne,Roger Corman,Robert Towne
369697,Richard Gere,Lior Ashkenazi,Michael Sheen,Joseph Cedar,Robert Towne
42772,Dana Carvey,,,Keith Truesdell,Robert Towne
70668,John Entwistle,Pete Townshend,Roger Daltrey,Glenn Aveni,Robert Towne
20211,Robin Williams,,,Marty Callner,Robert Towne
23506,Ray Sager,Judy Cler,Wayne Ratay,Herschell Gordon Lewis,Robert Towne
95990,Li Yi-Min ,Alexander Fu Sheng,David Chiang,Chang Cheh,Robert Towne
371859,Jean-Pierre Léaud,Patrick d'Assumçao,Marc Susini,Albert Serra,Albert Serra
54514,Chulpan Khamatova,Dina Korzun,Maksim Sukhanov,Valery Todorovsky,Albert Serra
143883,Leonid Barats,Nonna Grishaeva,Aleksandr Demidov,Valery Todorovsky,Albert Serra
61672,Donald Reignoux,Maria Pacôme,Jean Rochefort,Zep,Albert Serra
227334,,,,Steven-Charles Jaffe,Albert Serra
44265,Jon Finch,Blake Adams,Ashley Laurence,C. Courtney Joyner,Albert Serra
430161,Maribel Verdú,Joaquín Furriel,Ana Celentano,Gerardo Olivares,Albert Serra
315371,Aleksandr Abdulov,Aleksandr Fatyushin,Emmanuil Vitorgan,Mark Aizenberg,Albert Serra
21947,Richard Keats,Mitchell Cox,Lisa Ann Russell,Phillip J. Roth,Phillip J. Roth
151227,Claudia Cardinale,Omar Sharif,Nathalie Roussel,Henri Verneuil,Phillip J. Roth
16687,Sammo Hung,Liu Feng-Chao,Wang Fei,Antony Szeto,Phillip J. Roth
14916,Walter Koenig,Bruce Campbell,Robert Kurcz,Robert Dyke,Tex Ragsdale
27046,Konstantin Khabenskiy,Elizaveta Boyarskaya,Sergei Bezrukov,Timur Bekmambetov,Tex Ragsdale
62737,Garik Kharlamov,Mikhail Galustyan,Vladimir Turchinsky,Kirill Kuzin,Tex Ragsdale
18761,Ivan Alekseev,Yevgeni Dmitriyev,Irina Kupchenko,Andrei Kudinenko,Tex Ragsdale
74154,Siddharth,Trisha Krishnan,Srihari,Prabhu Deva,Tex Ragsdale
172878,Alisa Khazanova,Boris Kamorzin,Yuriy Safarov,Nikolay Khomeriki,Tex Ragsdale
14395,Shah Rukh Khan,Rani Mukerji,Preity Zinta,Karan Johar,Karan Johar
25977,Jason London,Gigi Edgley,Christa Campbell,C. Roma,Karan Johar
164013,Sergei Bezrukov,Yuriy Kutsenko,Valentin Smirnitskiy,Dmitriy Kiselev,Karan Johar
67958,Yuri Chursin,Ivan Okhlobystin,Ekaterina Vilkova,Bogdan Drobyazko,Karan Johar
98857,Chris Wedge,Peter Dinklage,John Leguizamo,Steve Martino,Karan Johar
19625,Sanjay Dutt,Arshad Warsi,Sunil Dutt,Rajkumar Hirani,Vidhu Vinod Chopra
293796,Lucas Till,Scout Taylor-Compton,Sean Whalen,Jason Trost,Vidhu Vinod Chopra
455188,Jimmy Allen,Lindsay Bennett,Chris Blackwood,Jamie Cymbal,Vidhu Vinod Chopra
203835,Bella Thorne,Cameron Monaghan,Jennifer Morrison,Franck Khalfoun,Vidhu Vinod Chopra
399019,Colin Farrell,Nicole Kidman,Kirsten Dunst,Sofia Coppola,Sofia Coppola
452166,Ronald Reagan,Nancy Reagan,Barbara Walters,Sierra Pettengill,Sofia Coppola
339403,Ansel Elgort,Lily James,Kevin Spacey,Edgar Wright,Sofia Coppola
387426,Tilda Swinton,Paul Dano,Ahn Seo-hyun ,Bong Joon-ho,Sofia Coppola
25998,Hsu Gou,Tie Long Jin,Zhaohua Mei,Mou Tun-fei,Sofia Coppola
45318,Paulo José,Júlia Barth,Luciane Azevedo,Jorge Furtado,Jorge Furtado
77710,Darlan Cunha,Sophia Reis,Lázaro Ramos,Jorge Furtado,Jorge Furtado
161244,Simone Spoladore,Osmar Prado,Caco Ciocler,Alain Fresnot,Jorge Furtado
254268,,,,Jiří Barta,Jorge Furtado
144726,Jean Gabin,Jean-Claude Brialy,Nicoletta Machiavelli,Jean Girault,Jorge Furtado
52779,,,,Bert Haanstra,Jorge Furtado
363690,Rupert Evans,Steve Garry,Deirdre Mullins,Nick Gillespie,Jorge Furtado
122487,Elisabeth Trissenaar,Kurt Raab,Bernhard Helfrich,Rainer Werner Fassbinder,Jorge Furtado
11960,Aaron Kwok,Charlie Yeung,Kelly Lin,Patrick Tam Kar-Ming,Jorge Furtado
62842,Dragoljub Aleksić,Bratoljub Gligorijević,Vera Jovanović-Šegović,Dusan Makavejev,Jorge Furtado
172295,Alice Szellay,Görbe János,Péterke Ferency,István Szőts,Jorge Furtado
106259,Mikheil Gelovani,Boris Andreyev,Aleksei Gribov,Mikheil Chiaureli,Jorge Furtado
402976,Sean Astin,Keith David,Danny Trejo,Ross Patterson,Jorge Furtado
445916,Tim Thomerson,Richard Hatch,Tiffany Shepis,Jay Woelfel,Jorge Furtado
387399,Clark Freeman,Jay Dunn,John Glover,Andy Mitton,Jorge Furtado
289269,Amy Johnston,Muriel Hofmann,Kathy Wu,Chris Nahon,Jorge Furtado
322148,Bernhard Bozian,Lena Baader,Burak Akkoyun,Slavko Spionjak,Jorge Furtado
389578,Caro Angus,Dany Casco,Rocío Rodríguez,Walter Cornás,Jorge Furtado
256608,Magdalena Grąziowska,Bartosz Porczyk,Robert Więckiewicz,Juliusz Machulski,Juliusz Machulski
187010,Meg Cionni,Amelia Meyers,Mark Leslie Ford,Tyler Glodt,Juliusz Machulski
207260,Tiffany Shepis,Debbie Rochon,Tara Cardinal,Ivan Zuccon,Gerardo Di Filippo
164377,Velibor Topic,Iván Kamarás,Bryan Larkin,Kieran Parker,Gerardo Di Filippo
110608,Aleksandar Stojković,Vuk Kostić,Тихомир Станић,Dejan Zečević,Gerardo Di Filippo
67308,Saori Hara,Yukiko Suo,Tony Ho Wah-Chiu,Christopher Sun,Gerardo Di Filippo
55429,Robert Więckiewicz,Janusz Chabior,Krzysztof Kiersznowski,Juliusz Machulski,Juliusz Machulski
109354,Andrey Krasko,Roman Madyanov,Aleksandra Kulikova,Ivan Dykhovichnyy,Juliusz Machulski
354133,Illya Allman,Barry Bishop,Sarah Frances Conkle,Sam Drog,Juliusz Machulski
371833,Rafe Spall,Cara Theobold,Tom Ward,Alex Pillai,Juliusz Machulski
76638,Václav Helšus,Klára Issová,Daniela Bakerová,Jan Švankmajer,Juliusz Machulski
41581,Venera Rakhimova,Kristina Orbakayte,Svetlana Stepchenko,Aleksandr Lyutkevich,Vladimir Golovanov
309898,Sergei Prokhanov,Vladimir Novikov,Valentina Talyzina,Nikolai Aleksandrovich,Vladimir Golovanov
331641,Natalia de Molina,Mariana Cordero,Montse Torrent,Juan Miguel del Castillo,Vladimir Golovanov
83495,Sergey Koltakov,Ivan Bortnik,Boris Galkin,Vladimir Khotinenko,Vladimir Golovanov
79234,Vladimir Ilin,Tatyana Dogileva,Irina Feofanova,Georgiy Shengeliya,Vladimir Golovanov
191486,,,,Georgiy Shengeliya,Vladimir Golovanov
63572,Aleksandr Vasilyev,Yelena Solovey,Zinoviy Gerdt,Vladimir Bortko,Vladimir Golovanov
27316,Yoo Ji-tae,Kim Hye-na,Gi Ju-bong,Kim Sung-ho,Kim Sung-ho
33045,Hiroshi Mikami,Riona Hazuki,Tomoko Nakajima,Masayuki Ochiai,Kim Sung-ho
19159,Audrey Reid,Carl Davis,Mark Danvers,Don Letts,Kim Sung-ho
95647,Federico Luppi,Icíar Bollaín,Gabino Diego,George Sluizer,Kim Sung-ho
176807,Rogério Samora,Alexandra Lencastre,Rui Morrison,Fernando Lopes,Vasco Pulido Valente
167707,Laura Soveral,João Guedes,Zita Duarte,Fernando Lopes,Fernando Lopes
382200,Sosuke Ikematsu,Masaki Suda,Ayami Nakajo,Tatsushi Ohmori,Dai Miyazaki
239845,Owain Arthur,Nicholas Beveney,Daniel Fraser,Tom Petch,Dai Miyazaki
397422,Scarlett Johansson,Jillian Bell,Kate McKinnon,Lucia Aniello,Dai Miyazaki
399612,Tom Hughes,Charlotte Le Bon,Oona Chaplin,Mateo Gil,Mateo Gil
339161,,,,Shalini Kantayya,Mateo Gil
233208,Joseph Morgan,Matt Ryan,Wiliam Troughton,Luke Massey,Luke Massey
31380,Matthew Bruch,Bonnie Pritchard,Peter Harrington,David Giancola,Luke Massey
31282,Mary Beth Hughes,Robert Lowell,John Miljan,Sam Newfield,Harry L. Fraser
401698,Patrick Timsit,Bérenger Anceaux,Jules Houplain,Didier Bivel,Harry L. Fraser
381518,Julian Barratt,Simon Farnaby,Essie Davis,Sean Foley,Simon Farnaby
35967,Caio Blat,Daniel de Oliveira,Cássio Gabus Mendes,Helvécio Ratton,Simon Farnaby
127803,Carlo Marks,Lexi Giovagnoli,Noelle Perris,Letia Miller,Simon Farnaby
398798,Ken Arnold,Dan DeLuca,Kevin Jiggetts,Mitchell Altieri,Simon Farnaby
450530,Richard Madden,Flora Spencer-Longhurst,Moshidi Motshegwa,Kevin Macdonald,Simon Farnaby
447818,Calum Von Moger,Kai Greene,Rich Piana,Vlad Yudin,Simon Farnaby
26358,Stephen Nichols,Brad Dourif,Billy Drago,Troy Cook,Simon Farnaby
417820,Eva Noblezada,Alistair Brammer,Jon Jon Briones,Laurence Connor,Simon Farnaby
60080,Martin Sheen,,,Daniel Junge,Simon Farnaby
20648,Chad Donella,Jennifer Morrison,Erinn Bartlett,Michael Davis,Simon Farnaby
323925,,,,Sean Dunne,Simon Farnaby
64765,Tatyana Aksyuta,Nikita Mikhajlovsky,Yelena Solovey,Ilya Frez,Simon Farnaby
371465,Agustín Silva,Li Fridman,Paulina García,Alejandro Fernández Almendras,Simon Farnaby
383538,Jonathan Rhys Meyers,Cam Gigandet,Michael Biehn,Amariah Olson,Tony Feole
123092,Dean Stockwell,Eadweard Muybridge,,Thom Andersen,Tony Feole
444713,Vidyut Jamwal,Adah Sharma,Freddy Daruwala,Deven Bhojani,Vipul Amrutlal Shah
156643,Chow Yun-fat,Sammo Hung,Gao Hu,Wong Jing,Vipul Amrutlal Shah
19392,Gabriel Mann,Bijou Phillips,Izabella Miko,Rachel Samuels,Wallace King
430423,Marie Denarnaud,Aïssa Maïga,Grégori Derangère,Léa Fazer,Wallace King
330628,Austin Hébert,Alexis Carra,David S. Lee,Iqbal Ahmed,Wallace King
210734,David Wayman,Paul Kelleher,Tina Barnes,James Eaves,Wallace King
114464,Huang Bo,Simon Yam,Alec Su,Guan Hu,Wallace King
408439,Emma Booth,Ashleigh Cummings,Stephen Curry,Ben Young,Ben Young
77270,Nick Cave,Blixa Bargeld,,Fabien Raymond,Ben Young
332280,Derek Theler,Erica Cerra,Paul du Toit,Fabien Raymond,Ben Young
419428,Nutsa Habulava,Rinal Mukhametov,Kakhi Kavsadze,Aleksandr Amirov,Ben Young
447113,Katy Townsend,Debi Derryberry,Cassandra Morris,Avgousta Zourelidi,Ben Young
360404,Cam Clarke,Erin Fitzgerald,Jonquil Goode,William Lau,Ben Young
212470,Cam Clarke,Erin Fitzgerald,Missi Hale,Steve Sacks,Ben Young
413736,Hippo Cabal,Cam Clarke,Sara Cravens,Stephen Donnelly,Ben Young
324963,Haviland Stillwell,Karen Strassman,Cameron Clarke,Dan Fraga,Ben Young
227257,Ogie Banks,Cam Clarke,Debi Derryberry,Alfred Gimeno,Ben Young
290727,Haviland Stillwell,Laura Bailey,Paula Rhodes,William Lau,Ben Young
166747,Laura Bailey,Ogie Banks,Cam Clarke,Garrett Sander,Ben Young
260234,Yeni Alvarez,Cameron Clarke,Erin Fitzgerald,William Lau,Ben Young
167666,Laura Bailey,Ogie Banks,Debi Derryberry,Steve Ball,Ben Young
167313,,,,Steve Sacks,Ben Young
134632,Erin Fitzgerald,Steve Staley,Debi Derryberry,Mike Fetterly,Ben Young
406099,Zhang Jingchu,Lin Gengxin,Liu Xiaoqing,Pan An-Zi,Ben Young
310933,Robert Loggia,Charles Durning,Tony Todd,Dylan Bank,Ben Young
395452,Raphaël Personnaz,Evgeniy Sidikhin,,Safy Nebbou,Ben Young
44055,Shinji Takeda,Anouk Nora,Kohei Otomo,Ryûhei Kitamura,Ben Young
50108,Phintusuda Tunphairao,Suthep Po-ngam,Supakorn Kitsuwon,Taweewat Wantha,Ben Young
54400,David Blair,Father Bessarion,William S. Burroughs,David Blair,Ben Young
118900,Jeanne Crain,Frank Latimore,Eugene Pallette,Otto Preminger,Ben Young
22939,Rowan Atkinson,Rachel Stevens,Tony Robinson,Otto Preminger,Ben Young
218213,Jeanne Crain,Dan Dailey,Oscar Levant,Lloyd Bacon,Elick Moll
426256,Danielle Macdonald,Bridget Everett,Siddharth Dhananjay,Geremy Jasper,Elick Moll
55888,Steve Railsback,Carrie Snodgress,Carol Mansell,Chuck Parello,Elick Moll
227717,Marsha Hunt,John Carroll,Hume Cronyn,Jules Dassin,DeVallon Scott
119855,,,,Aleksandr Petrov,Aleksandr Petrov
401150,,,,Aleksandr Petrov,Aleksandr Petrov
271495,Olga Aksyonova,Roman Artemev,Agniya Kuznetsova,Irina Volkova,Aleksandr Petrov
11070,Gruschenka Stevens,Tim Bergmann,Jasmin Tabatabai,Ralf Huettner,Ralf Huettner
409903,Evgeniy Steblov,Leonid Kuravlyov,Inna Makarova,Aleksei Korenev,Ralf Huettner
295588,Mark Hapka,Bram Hoover,Stephen Lang,Dylan Baker,Ralf Huettner
429174,Maryana Spivak,Aleksey Rozin,Matvey Novikov,Andrey Zvyagintsev,Ralf Huettner
326420,Ted Levine,Samantha Isler,Danny Goldring,Hunter Adams,Ralf Huettner
391663,Josef Hader,Barbara Sukowa,Aenne Schwarz,Maria Schrader,Ralf Huettner
360998,,,,Maria Schrader,Ralf Huettner
406449,Michalina Łabacz,Arkadiusz Jakubik,Wasyl Wasylik,Wojciech Smarzowski,Ralf Huettner
99247,Sergei Bezrukov,Dmitriy Dyuzhev,Михаил Пореченков,Dmitriy Dyuzhev,Ralf Huettner
116248,Kevin Zegers,Keisha Castle-Hughes,Amanda Plummer,Shunji Iwai,Ralf Huettner
142797,Nikolai Rybnikov,Inna Makarova,Gennadi Karnovich-Valua,Aleksandr Zarkhi,Ralf Huettner
157898,Jean Muir,George Brent,Verree Teasdale,Archie Mayo,Ralf Huettner
426670,Alyvia Alyn Lind,Dolly Parton,Jennifer Nettles,Stephen Herek,Ralf Huettner
127146,Kay Francis,Jean Muir,Warren William,William Keighley,Charles Kenyon
130980,Clifton Webb,Jane Wyman,Jill St. John,Henry Levin,Luther Davis
3003,Bob Hoskins,James Fox,Tom Ward,Stuart Orme,Adrian Hodges
421758,Candace Cameron Bure,Oliver Hudson,Tom Skerritt,Mel Damski,Adrian Hodges
387938,Pavel Derevyanko,Oksana Akinshina,Roman Madyanov,Dmitriy Dyachenko,Adrian Hodges
149336,,,,Dmitriy Dyachenko,Adrian Hodges
144939,,,,Dmitriy Dyachenko,Adrian Hodges
117422,Herbert Marshall,Anne Shirley,Gertrude Michael,David Burton,Adrian Hodges
446493,Lacey Chabert,Carlo Marks,Jesse Moss,Mel Damski,Adrian Hodges
126127,Ginger Rogers,Norman Foster,George Sidney,William A. Seiter,H.W. Hanemann
132597,Loretta Young,Don Ameche,Kent Taylor,Henry King,Lamar Trotti
173557,Natalie Hall,Darin Brooks,Ryan Doom,Bradford May,Lamar Trotti
22519,Lindsay Wagner,Marc Singer,Alan Feinstein,Frank De Felitta,Lamar Trotti
16612,Carmencita,,,William K.L. Dickson ,Lamar Trotti
402582,Jeff Garlin,Natasha Lyonne,Chris Redd,Jeff Garlin,Lamar Trotti
456348,Michael Uslan,Roy Thomas,Marc Tyler Nobleman,Don Argott,Lamar Trotti
24590,Vilma Silva,Henry Czerny,Ingrid Boulting,Stephen Deutsch,Lamar Trotti
85463,Alessandra Mastronardi,Anna Valle,Federica De Cola,Riccardo Milani,Lamar Trotti
413467,Nick Mancuso,Susan Blakely,Robyn Douglass,Richard A. Colla,Lamar Trotti
395965,Clive Bates,Delon Human,Oliver Kershaw,Aaron Biebert,Lamar Trotti
65386,Georgiy Yumatov,Alina Pokrovskaya,Vasili Lanovoy,Vladimir Rogovoy,Lamar Trotti
238869,Marina Aleksandrova,Anna Ardova,Fyodor Dobronravov,Eduard Radzyukevich,Lamar Trotti
14555,Sylvie Testud,Pierre Palmade,Arielle Dombasle,Diane Kurys,Lamar Trotti
278095,Mikhail Galustyan,Fyodor Bondarchuk,Ekaterina Klimova,Karen Oganesyan,Lamar Trotti
295823,Aleksandr Revva,Pavel Derevyanko,Tatyana Kosmacheva,Georgy Malkov,Lamar Trotti
348858,Regina Russell Banali,,,Georgy Malkov,Lamar Trotti
309739,Vladimir Zelenskiy,Oksana Akinshina,Mikhail Galustyan,Marius Balchunas,Lamar Trotti
338517,Pyotr Fyodorov,Anastasiya Mikulchina,Evgenia Malakhova,Renat Davletyarov,Lamar Trotti
154972,Jan Smit,Roos van Erkel,Pieter van der Sman,Ate de Jong,Ate de Jong
260584,Aleksandr Mikhaylov,Irina Ivanova,Pyotr Glebov,Iskra Babich,Ate de Jong
20885,Sergei Yursky,Yuliya Burygina,Pavel Luspekayev,Gennadi Poloka,Ate de Jong
53739,Belén Rueda,Clara Lago,Angie Cepeda,Oskar Santos,Ate de Jong
395914,Blu Aruag,Vladimir Borodin,David Gabarayev,Aleksandr Basaev,Ate de Jong
79733,Sergei Bezrukov,Andrey Smolyakov,Oksana Akinshina,Pyotr Buslov,Ate de Jong
241863,Sota Fukushi,Ryunosuke Kamiki,Hirona Yamazaki,Takashi Miike,Ate de Jong
438635,,,,Takashi Miike,Ate de Jong
9990,Kevin Sorbo,Yvette Nipar,Elizabeth Barondes,Tripp Reed,Ate de Jong
131039,Sebastian Koch,Neve Campbell,Tim Roth,Mike Barker,Ate de Jong
369524,Robert De Niro,Leslie Mann,Danny DeVito,Taylor Hackford,Art Linson
408381,Katrina Bowden,Jay Hayden,Damon Dayoub,Ivan Silvestrini,Ivan Silvestrini
416987,Matthew Morrison,Sarah Chalke,Jon Dore,David Anderson,Ivan Silvestrini
411005,Michael Hui,Leon Dai,Tou Chung-Hua,Chung Mong-Hong,Chung Mong-Hong
416127,Grace Folsom,Lynn Justinger,Fiona Horrigan,David Spaltro,Chung Mong-Hong
340215,John McGlothlin,Ford D'Aprix,Juliana Harkavy,Michael Maney,Chung Mong-Hong
425488,Tom Riley,Tom Brooke,Miranda Raison,Colin Teague,Chung Mong-Hong
401065,Robert Adamson,Alex Frnka,Conchata Ferrell,Tony E. Valenzuela,Chung Mong-Hong
255898,Aleksey Filimonov,Nadezhda Lumpova,Olga Aksyonova,Oksana Bychkova,Chung Mong-Hong
424145,Renata Litvinova,Anna Mikhalkova,Nadezhda Markina,Aksinya Gog,Chung Mong-Hong
347786,Natalya Kudryashova,Dariya Moroz,Aleksey Mitin,Natalya Kudryashova,Chung Mong-Hong
77185,Fyodor Bondarchuk,Kseniya Rappoport,Boris Kamorzin,Avdotya Smirnova,Chung Mong-Hong
31119,Phil Morton,Henry Hite,Peter M. Thompson,Herschell Gordon Lewis,Bill Rebane
